Flight,Airline,Registration,Serial Number,Manufacturer,Type,Age,From,To,Height,Date,Location
"EI844","Aer Lingus","EI-DEK","2399","Airbus","A320-214","18","ORK","AMS","37000","04/06/2023","Abingdon"
"EK209","Emirates","A6-ECJ","35583","Boeing","777-31H(ER)","14","ATH","EWR","34000","04/06/2023","Abingdon"
"U2864","EasyJet","G-EZAY","2827","Airbus","A319-111","16","GLA","LGW","15000","04/06/2023","Abingdon"
"FR9611","Ryanair","9H-QAP","44689","Boeing","737-8AS","9","DUB","FCO","35000","04/06/2023","Abingdon"
"EK163","Emirates","A6-EVZ","42319","Boeing","777-31H(ER)","8","DXB","DUB","36000","04/06/2023","Abingdon"
"LS1241","Jet2","G-HLYA","06038","Airbus","A321-211","9","BHX","HER","16728","05/06/2023","Abingdon"
"FR9592","Ryanair","EI-DPK","33610","Boeing","737-8AS","16","LPL","PMI","34204","05/06/2023","Abingdon"
"UA75","United Airlines","N663UA","27160","Boeing","767-322(ER)","29","FRA","EWR","34025","05/06/2023","Abingdon"
"FR3232","Ryanair","EI-EVG","40292","Boeing","737-8AS","11","MAN","AGP","35014","05/06/2023","Abingdon"
"EI527","Aer Lingus","EI-DVL","4678","Airbus","A320-214","12","CDG","DUB","36000","05/06/2023","Abingdon"
"UA933","United Airlines","N57016","28679","Boeing","777-224(ER)","23","FRA","IAD","34000","05/06/2023","Abingdon"
"U22015","EasyJet","G-EZUW","5116","Airbus","A320-214","11","MAN","ALC","32689","05/06/2023","Abingdon"
"FR7493","Ryanair","EI-EXF","40322","Boeing","737-8AS","10","NCL","ALC","37000","05/06/2023","Abingdon"
"FR120","Ryanair","EI-EVV","40314","Boeing","737-8AS","11","DUB","LGW","15000","05/06/2023","Abingdon"
"U2828","EasyJet","G-EZPD","7040","Airbus","A320-214","7","BFS","LGW","15000","05/06/2023","Abingdon"
"FR1958","Ryanair","EI-EKD","35024","Boeing","737-8AS","13","DUB","NCE","35000","05/06/2023","Abingdon"
"FR3801","Ryanair","EI-HES","62306","Boeing","737 MAX 8-200","3","BHX","BCN","24158","05/06/2023","Abingdon"
"FR6601","Ryanair","EI-IGE","67071","Boeing","737 MAX 8-200","0","EMA","PMI","27516","05/06/2023","Abingdon"
"FR418","Ryanair","EI-EMR","40284","Boeing","737-8AS","13","NCL","IBZ","35000","05/06/2023","Abingdon"
"LS643","Jet2","G-DRTF","28387","Boeing","737-85P","23","EMA","IBZ","29470","05/06/2023","Abingdon"
"AF1817","Air France","F-HZUV","55216","Airbus","A220-300","0","DUB","CDG","37000","05/06/2023","Abingdon"
"FR830","Ryanair","9H-QDJ","44759","Boeing","737-8AS","6","VCE","DUB","38000","05/06/2023","Abingdon"
"UA45","United Airlines","N782UA","26948","Boeing","777-222(ER)","26","ZRH","SFO","32000","08/06/2023","Abingdon"
"UA85","United Airlines","N12020","66989","Boeing","787-10 Dreamliner","0","TLV","EWR","35000","08/06/2023","Abingdon"
"AA759","American Airlines","N882BL","66002","Boeing","787-8 Dreamliner","1","ATH","PHL","38025","08/06/2023","Abingdon"
"AC81","Air Canada","C-FIVM","35249","Boeing","777-333(ER)","15","TLV","YYZ","34000","08/06/2023","Abingdon"
"LH424","Lufthansa","D-AIMK","146","Airbus","A380-841","9","MUC","BOS","38000","08/06/2023","Abingdon"
"FR9717","Ryanair","EI-EKD","35024","Boeing","737-8AS","13","DUB","GOA","37000","09/06/2023","Abingdon"
"LH418","Lufthansa","D-ABYD","37829","Boeing","747-830","10","FRA","IAD","36000","09/06/2023","Abingdon"
"FR5581","Ryanair","EI-HGF","62317","Boeing","737 MAX 8-200","3","ALC","EDI","38000","09/06/2023","Abingdon"
"U22001","EasyJet","G-UZHX","8880","Airbus","A320-251N","4","MAN","BCN","35000","09/06/2023","Abingdon"
"FR1453","Ryanair","EI-EXF","40322","Boeing","737-8AS","10","BRU","DUB","38000","09/06/2023","Abingdon"
"NJE918D","NetJets Europe","CS-CHE","20623","Bombardier","Challenger 350","7","BMA","OXF","2055","09/06/2023","Abingdon"
"LX410","Swiss","HB-JBB","50011","Airbus","A220-100","6","GVA","DUB","40000","09/06/2023","Abingdon"
"FR5132","Ryanair","EI-EBZ","35008","Boeing","737-8AS","14","BSL","DUB","38000","09/06/2023","Abingdon"
"AF1487","Air France","F-GUGK","2601","Airbus","A318-111","18","EDI","CDG","39000","09/06/2023","Abingdon"
"AF16","Air France","F-GSPJ","29009","Boeing","777-228(ER)","23","CDG","JFK","36000","09/06/2023","Abingdon"
"FR3801","Ryanair","EI-EKM","38499","Boeing","737-8AS","13","BHX","BCN","21938","09/06/2023","Abingdon"
"TV48CR","Transavia","F-GZHD","29650","Boeing","737-8K2","15","ORY","N/A","36000","09/06/2023","Abingdon"
"LS1287","Jet2","G-JZHG","28388","Boeing","737-85P","22","BHX","PMI","24442","09/06/2023","Abingdon"
"FR3186","Ryanair","EI-EGC","38492","Boeing","737-8AS","13","MAD","MAN","37710","09/06/2023","Abingdon"
"EI844","Aer Lingus","EI-DES","2608","Airbus","A320-214","17","ORK","AMS","36000","09/06/2023","Abingdon"
"LS1259","Jet2","G-JZBM","63170","Boeing","737-8MG","5","BHX","LPA","22198","09/06/2023","Abingdon"
"FR4844","Ryanair","9H-VUQ","65885","Boeing","737 MAX 8-200","1","DUB","BGY","37000","09/06/2023","Abingdon"
"U23361","EasyJet","G-EZDL","3569","Airbus","A319-111","15","LPL","PMI","35932","09/06/2023","Abingdon"
"LS881","Jet2","G-GDFF","28385","Boeing","737-85P","23","MAN","ALC","35810","09/06/2023","Abingdon"
"U23371","EasyJet","G-EZFV","4327","Airbus","A319-111","13","LPL","BCN","36307","09/06/2023","Abingdon"
"LX381","Swiss","HB-AZI","19020055","Embraer","E195-E2","2","MAN","ZRH","34568","09/06/2023","Abingdon"
"QY361","DHL","D-ACVG","1107","Airbus","A330-343(P2F)","13","JFK","LEJ","39000","09/06/2023","Abingdon"
"FR9886","Ryanair","EI-ENT","35040","Boeing","737-8AS","12","LPL","ALC","35777","09/06/2023","Abingdon"
"U22187","EasyJet","G-EZUT","5113","Airbus","A320-214","11","MAN","GVA","32814","09/06/2023","Abingdon"
"FR310","Ryanair","9H-LOI","02994","Airbus","A320-214","16","STN","SNN","21704","09/06/2023","Abingdon"
"AC7281","Air Canada","C-GHLV","30852","Boeing","767-333(ER)(BDSF)","21","LGG","YYZ","36000","10/06/2023","Abingdon"
"LH435","Lufthansa","D-AIHV","0897","Airbus","A340-642","14","ORD","MUC","39000","10/06/2023","Abingdon"
"EK161","Emirates","A6-ENL","41370","Boeing","777-31H(ER)","9","DXB","DUB","36000","10/06/2023","Abingdon"
"U2862","EasyJet","G-EZDJ","3544","Airbus","A319-111","15","GLA","LGW","15000","10/06/2023","Abingdon"
"FR1984","Ryanair","EI-EBC","37520","Boeing","737-8AS","14","DUB","CCF","37000","10/06/2023","Abingdon"
"AA239","American Airlines","N821AN","40640","Boeing","787-9 Dreamliner","6","FCO","DFW","36000","10/06/2023","Abingdon"
"BY1607","TUI","G-TUMW","44615","Boeing","737 MAX 8","1","REU","GLA","38000","10/06/2023","Abingdon"
"QR763","Qatar Airways","A7-BAM","38245","Boeing","777-3DZ(ER)","12","DOH","YUL","34000","10/06/2023","Abingdon"
"AF69","Air France","F-GSQF","32849","Boeing","777-328(ER)","18","LAX","CDG","37000","10/06/2023","Abingdon"
"OS89","Austrian Airlines","OE-LPB","28699","Boeing","777-2Z9(ER)","24","VIE","EWR","36000","10/06/2023","Abingdon"
"LH400","Lufthansa","D-AIKP","1292","Airbus","A330-343","11","FRA","JFK","36000","10/06/2023","Abingdon"
"OS93","Austrian Airlines","OE-LAZ","30331","Boeing","767-3Z9(ER)","24","VIE","IAD","36000","10/06/2023","Abingdon"
"UA951","United Airlines","N2534U","62645","Boeing","777-322(ER)","6","BRU","IAD","34000","10/06/2023","Abingdon"
"DE2016","Condor","D-AIYC","0975","Airbus","A330-243","14","FRA","JFK","36000","10/06/2023","Abingdon"
"EI551","Aer Lingus","EI-DVI","3501","Airbus","A320-214","15","LYS","DUB","36000","10/06/2023","Abingdon"
"LH480","Lufthansa","D-AIXP","390","Airbus","A350-941","3","MUC","DEN","36000","10/06/2023","Abingdon"
"FR6266","Ryanair","EI-HMX","65893","Boeing","737 MAX 8-200","1","EDI","BCN","37000","10/06/2023","Abingdon"
"EI805","Aer Lingus","EI-DEM","2411","Airbus","A320-214","17","DBV","DUB","35978","10/06/2023","Abingdon"
"AA93","American Airlines","N873BB","65993","Boeing","787-8 Dreamliner","2","ZRH","PHL","38000","10/06/2023","Abingdon"
"FR7823","Ryanair","EI-EMC","38510","Boeing","737-8AS","13","PIK","BCN","37000","10/06/2023","Abingdon"
"DL193","Delta Air Lines","N192DN","28449","Boeing","767-332(ER)","25","VCE","ATL","34000","10/06/2023","Abingdon"
"UA53","United Airlines","N668UA","30024","Boeing","767-322(ER)","24","ZRH","IAD","32000","10/06/2023","Abingdon"
"LH410","Lufthansa","D-AIHI","0569","Airbus","A340-642","19","MUC","JFK","36000","10/06/2023","Abingdon"
"UA18","United Airlines","N792UA","26934","Boeing","777-222(ER)","25","MXP","EWR","34000","10/06/2023","Abingdon"
"FR6841","Ryanair","9G-QCJ","62690","Boeing","737-8AS","7","NAP","DUB","38000","10/06/2023","Abingdon"
"EI433","Aer Lingus","EI-DER","2583","Airbus","A320-214","17","LIN","DUB","35975","10/06/2023","Abingdon"
"EI403","Aer Lingus","EI-NSB","10786","Airbus","A320-251N","1","FCO","DUB","38025","10/06/2023","Abingdon"
"QR725","Qatar Airways","A7-BEG","60333","Boeing","777-3DZ(ER)","7","DOH","ORD","34000","10/06/2023","Abingdon"
"WK24","Edelweiss Air","HB-JMG","0562","Airbus","A340-313","19","ZRH","CUN","34000","10/06/2023","Abingdon"
"LS190","Jet2","G-DRTN","32735","Boeing","737-86N","21","PMI","GLA","38000","10/06/2023","Abingdon"
"AA715","American Airlines","N803AL","40621","Boeing","787-8 Dreamliner","8","VCE","PHL","37975","10/06/2023","Abingdon"
"FR3618","Ryanair","9H-QDR","44767","Boeing","737-8AS","6","DUB","TRN","37000","10/06/2023","Abingdon"
"EI423","Aer Lingus","EI-DEE","2250","Airbus","A320-214","19","VCE","DUB","36000","10/06/2023","Abingdon"
"QR727","Qatar Airways","A7-BEV","65303","Boeing","777-3DZ(ER)","5","DOH","PHL","34000","10/06/2023","Abingdon"
"BF731","French Bee","F-HREN","433","Airbus","A350-941","2","LAX","ORY","39000","10/06/2023","Abingdon"
"EY101","Etihad Airways","A6-BLG","39652","Boeing","787-9 Dreamliner","7","AUH","JFK","36000","10/06/2023","Abingdon"
"EY141","Etihad Airways","A6-ETJ","39685","Boeing","777-3FX(ER)","11","AUH","YYZ","34000","10/06/2023","Abingdon"
"BY1679","Sunwing Airlines","C-FWGH","37752","Boeing","737-86J","11","PHI","GLA","36025","10/06/2023","Abingdon"
"EK235","Emirates","A6-EQG","42352","Boeing","777-31H(ER)","5","DXB","ORD","34000","10/06/2023","Abingdon"
"UA125","United Airlines","N12004","60139","Boeing","787-10 Dreamliner","4","ATH","EWR","35975","10/06/2023","Abingdon"
"LS178","Jet2","G-JZHO","63569","Boeing","737-8MG","6","ALC","GLA","38000","10/06/2023","Abingdon"
"4Y68","Finnair","D-AIKB","0576","Airbus","A330-343","19","FRA","MCO","36000","10/06/2023","Abingdon"
"UA386","United Airlines","N643UA","25093","Boeing","767-322(ER)","31","DBV","EWR","34000","10/06/2023","Abingdon"
"EY131","Etihad Airways","A6-BLC","39649","Boeing","787-9 Dreamliner","7","AUH","IAD","38000","10/06/2023","Abingdon"
"LX8","Swiss","HB-JNF","44587","Boeing","777-3DE(ER)","6","ZRH","ORD","32000","10/06/2023","Abingdon"
"BA2346","British Airways","G-LCYZ","19000404","Embraer","E190SR","13","PMI","EDI","38000","10/06/2023","Abingdon"
"OKPHE","Atomspherica Aviation","OK-PHE","50500674","Embraer","Phenom 300","1","NHT","OXF","1760","10/06/2023","Abingdon"
"FR1965","Ryanair","EI-EMA","35032","Boeing","737-8AS","12","EIN","DUB","38000","10/06/2023","Abingdon"
"AC809","Air Canada","C-FIVK","35245","Boeing","777-233(LR)","15","AMS","YYZ","36000","10/06/2023","Abingdon"
"AC881","Air Canada","C-FNOH","35267","Boeing","787-9 Dreamliner","7","ZRH","YYZ","36000","10/06/2023","Abingdon"
"LX38","Swiss","HB-JNA","44582","Boeing","777-3DE(ER)","7","ZRH","SFO","32000","10/06/2023","Abingdon"
"U23003","EasyJet","G-EZDI","3537","Airbus","A319-111","15","BFS","IBZ","38950","10/06/2023","Abingdon"
"LS687","Jet2","G-JZBU","35706","Boeing","737-85P","15","EMA","FAO","29304","10/06/2023","Abingdon"
"U22021","EasyJet","G-UZHN","8409","Airbus","A320-251N","5","MAN","PMI","36370","10/06/2023","Abingdon"
"FR7176","Ryanair","EI-ENK","40303","Boeing","737-8AS","12","ZTH","DUB","37000","10/06/2023","Abingdon"
"BA85","British Airways","G-XWBB","340","Airbus","A350-1041","3","LHR","YVR","17357","10/06/2023","Abingdon"
"FR9886","Ryanair","EI-ENT","35040","Boeing","737-8AS","12","LPL","ALC","36041","10/06/2023","Abingdon"
"GAC708G","GlobeAir","OE-FCO","510-0127","Cessna","510 Citation Mustang","15","BCN","FAB","4025","10/06/2023","Abingdon"
"BY1709","TUI","G-TAWJ","38108","Boeing","737-8K5","10","PMI","NCL","36000","11/06/2023","Abingdon"
"UA109","United Airlines","N209UA","30215","Boeing","777-222(ER)","23","MUC","IAD","34000","11/06/2023","Abingdon"
"LH412","Lufthansa","D-AIHV","0897","Airbus","A340-642","14","MUC","EWR","36000","11/06/2023","Abingdon"
"FR4038","Ryanair","9H-QEG","44821","Boeing","737-8AS","4","DUB","BGY","37000","11/06/2023","Abingdon"
"LH424","Lufthansa","D-AIMK","146","Airbus","A380-841","9","MUC","BOS","38000","11/06/2023","Abingdon"
"4Y74","Eurowings Discover","D-AXGB","0684","Airbus","A330-203","17","FRA","YHZ","38000","11/06/2023","Abingdon"
"VS42","Virgin Atlantic","G-VDOT","071","Airbus","A350-1041","6","SFO","LHR","14029","11/06/2023","Abingdon"
"BA8","British Airways","G-ZBKF","38622","Boeing","787-9 Dreamliner","7","HND","LHR","14291","11/06/2023","Abingdon"
"U22822","EasyJet","G-UZMC","8386","Airbus","A321-251NX","5","RHO","BRS","19010","11/06/2023","Abingdon"
"AA156","American Airlines","N776AN","29582","Boeing","777-223(ER)","24","SEA","LHR","15025","11/06/2023","Abingdon"
"U2604","EasyJet","G-EZBH","2959","Airbus","A319-111","16","EDI","LTN","9000","11/06/2023","Abingdon"
"UA906","United Airlines","N12003","40935","Boeing","787-10 Dreamliner","4","FRA","ORD","36000","13/06/2023","Abingdon"
"DL75","Delta Air Lines","N574DZ","265","Airbus","A350-941","4","AMS","ATL","36000","13/06/2023","Abingdon"
"UA109","United Airlines","N229UA","30557","Boeing","777-222(ER)","21","MUC","IAD","36000","13/06/2023","Abingdon"
"FR641","Ryanair","EI-DHA","33571","Boeing","737-8AS","18","MAN","VLC","35819","13/06/2023","Abingdon"
"LS190","Jet2","G-JZBA","63157","Boeing","737-8MG","6","PMI","GLA","38000","13/06/2023","Abingdon"
"BY1247","TUI","G-TUMW","44615","Boeing","737 MAX 8","1","ALC","GLA","36000","13/06/2023","Abingdon"
"FR2096","Ryanair","EI-DCM","33807","Boeing","737-8AS","19","LPL","IBZ","35000","13/06/2023","Abingdon"
"FR3577","Ryanair","EI-IGI","67077","Boeing","737 MAX 8-200","0","LBA","REU","35000","13/06/2023","Abingdon"
"LH466","Lufthansa","D-AIXF","146","Airbus","A350-941","5","MUC","SAN","36000","13/06/2023","Abingdon"
"FR1264","Ryanair","EI-IHR","62360","Boeing","737 MAX 8-200","0","IBZ","MAN","38000","13/06/2023","Abingdon"
"LX86","Swiss","HB-JMG","0562","Airbus","A340-313","19","ZRH","YUL","36000","13/06/2023","Abingdon"
"LS178","Jet2","G-JZHO","63569","Boeing","737-8MG","6","ALC","GLA","38000","13/06/2023","Abingdon"
"AF1687","Air France","F-GRHN","1267","Airbus","A319-111","23","EDI","CDG","34975","13/06/2023","Abingdon"
"LS776","Jet2","G-JZBG","63164","Boeing","737-8MG","5","ALC","EDI","38000","13/06/2023","Abingdon"
"EI423","Aer Lingus","EI-EDP","3781","Airbus","A320-214","14","VCE","DUB","36000","13/06/2023","Abingdon"
"AF136","Air France","F-HRBB","42495","Boeing","787-9 Dreamliner","6","CDG","ORD","36000","13/06/2023","Abingdon"
"LH418","Lufthansa","D-ABYP","37839","Boeing","747-830","8","FRA","IAD","36000","13/06/2023","Abingdon"
"FR2626","Ryanair","EI-EKX","35030","Boeing","737-8AS","12","MAN","IBZ","36248","13/06/2023","Abingdon"
"FR5578","Ryanair","EI-EKL","38498","Boeing","737-8AS","13","ALC","EDI","38000","13/06/2023","Abingdon"
"4Y50","Finnair","D-AFYR","1711","Airbus","A330-343","6","FRA","PHL","36000","13/06/2023","Abingdon"
"AA161","American Airlines","N874AN","65994","Boeing","787-8 Dreamliner","2","ATH","ORD","37000","13/06/2023","Abingdon"
"AF356","Air France","F-HTYD","381","Airbus","A350-941","3","CDG","YYZ","36874","13/06/2023","Abingdon"
"LS806","Jet2","G-JZBH","63163","Boeing","737-8MG","5","IBZ","EDI","38000","13/06/2023","Abingdon"
"BY1219","Sunwing Airlines","C-FWGH","37752","Boeing","737-86J","11","PMI","GLA","38000","13/06/2023","Abingdon"
"FR1175","Ryanair","EI-IFS","67135","Boeing","737 MAX 8-200","0","MAN","OPO","34879","13/06/2023","Abingdon"
"EI477","Aer Lingus","EI-GAL","3789","Airbus","A320-214","14","DBV","DUB","36000","13/06/2023","Abingdon"
"RK3208","Ryanair","G-RUKH","33640","Boeing","737-8AS","15","MAN","AGP","35905","13/06/2023","Abingdon"
"UA47","United Airlines","N77006","29476","Boeing","777-224(ER)","24","FRA","IAH","34000","13/06/2023","Abingdon"
"BY5264","TUI","G-TAWC","39922","Boeing","737-8K5","11","HUY","PMI","37000","13/06/2023","Abingdon"
"FR4844","Ryanair","EI-HGT","65083","Boeing","737 MAX 8-200","2","DUB","BGY","39000","13/06/2023","Abingdon"
"DE2414","Condor","D-ABUE","26984","Boeing","767-330(ER)","30","FRA","YHZ","34000","13/06/2023","Abingdon"
"FR9456","Ryanair","9H-QEA","44784","Boeing","737-8AS","6","DUB","BLQ","37000","13/06/2023","Abingdon"
"4Y60","Eurowings Discover","D-AIKD","0629","Airbus","A330-343","18","FRA","RSW","35000","13/06/2023","Abingdon"
"AF163","Air France","F-GZNK","39971","Boeing","777-328(ER)","12","HND","CDG","37000","13/06/2023","Abingdon"
"UA85","United Airlines","N13013","40931","Boeing","787-10 Dreamliner","3","TLV","EWR","35975","13/06/2023","Abingdon"
"WS33","WestJet","C-GYRS","64978","Boeing","787-9 Dreamliner","3","FCO","YYC","33975","13/06/2023","Abingdon"
"U23125","EasyJet","G-EZAJ","2742","Airbus","A319-111","17","GLA","CDG","38975","13/06/2023","Abingdon"
"AP6274","AlbaStar","EC-NGC","28236","Boeing","737-809","22","EDI","PMI","36975","13/06/2023","Abingdon"
"FR9592","Ryanair","EI-DLV","33598","Boeing","737-8AS","16","LPL","PMI","35000","13/06/2023","Abingdon"
"EI458","Aer Lingus","EI-GAL","3789","Airbus","A320-214","14","DUB","BDS","37000","13/06/2023","Abingdon"
"EI553","Aer Lingus","EI-DVH","3345","Airbus","A320-214","15","LYS","DUB","36000","13/06/2023","Abingdon"
"EI527","Aer Lingus","EI-FNJ","03174","Airbus","A320-216","16","CDG","DUB","36025","13/06/2023","Abingdon"
"LH474","Lufthansa","D-AIVA","228","Airbus","A350-941","4","MUC","YUL","40000","13/06/2023","Abingdon"
"AC837","Air Canada","C-GHKR","0400","Airbus","A330-343","21","MUC","YYZ","36000","13/06/2023","Abingdon"
"UA933","United Airlines","N225UA","30554","Boeing","777-222(ER)","21","FRA","IAD","34000","13/06/2023","Abingdon"
"U2828","EasyJet","G-EZGI","4693","Airbus","A319-111","12","BFS","LGW","15000","13/06/2023","Abingdon"
"U27357","EasyJet","OE-LQU","4087","Airbus","A319-111","13","PMI","GLA","38025","13/06/2023","Abingdon"
"OS87","Austrian Airlines","OE-LAZ","30331","Boeing","767-3Z9(ER)","24","VIE","JFK","34000","13/06/2023","Abingdon"
"FR5579","Ryanair","EI-EKL","38498","Boeing","737-8AS","13","EDI","ALC","37000","13/06/2023","Abingdon"
"U22015","EasyJet","G-EZAW","2812","Airbus","A319-111","16","MAN","ALC","34875","13/06/2023","Abingdon"
"LH432","Lufthansa","D-AIFE","0434","Airbus","A340-313","21","FRA","ORD","34000","13/06/2023","Abingdon"
"LH404","Lufthansa","D-AIGS","0297","Airbus","A340-313","23","FRA","JFK","36000","13/06/2023","Abingdon"
"FR6814","Ryanair","EI-DWH","33637","Boeing","737-8AS","15","MAN","MAD","35760","13/06/2023","Abingdon"
"EI515","Aer Lingus","EI-DVG","3318","Airbus","A320-214","15","MRS","DUB","36000","13/06/2023","Abingdon"
"LS901","Jet2","G-GDFX","27987","Boeing","737-8K5","23","MAN","LEI","34612","13/06/2023","Abingdon"
"FR698","Ryanair","EI-EVV","40314","Boeing","737-8AS","11","PIK","PMI","37000","13/06/2023","Abingdon"
"EI413","Aer Lingus","EI-DEP","2542","Airbus","A320-214","18","VRN","DUB","36022","13/06/2023","Abingdon"
"FR3232","Ryanair","EI-IGZ","62354","Boeing","737 MAX 8-200","0","MAN","AGP","34577","13/06/2023","Abingdon"
"FR120","Ryanair","EI-IGX","67076","Boeing","737 MAX 8-200","0","DUB","LGW","15003","13/06/2023","Abingdon"
"LS171","Jet2","G-LSAB","24136","Boeing","757-27B","35","MAN","IBZ","33530","13/06/2023","Abingdon"
"FR188","Ryanair","EI-DYX","37517","Boeing","737-8AS","14","MAD","EDI","38000","13/06/2023","Abingdon"
"FR3445","Ryanair","EI-IGG","62348","Boeing","737 MAX 8-200","0","MAN","PMI","34837","13/06/2023","Abingdon"
"LS785","Jet2","G-DRTH","33828","Boeing","737-8BK","16","MAN","PMI","36359","13/06/2023","Abingdon"
"X7531","Challenge Airlines","OO-ACE","24227","Boeing","747-412(BCF)","32","LGG","JFK","38000","14/06/2023","Abingdon"
"TN58","Air Tahiti Nui","F-OVAA","62710","Boeing","787-9 Dreamliner","4","SEA","CDG","38997","14/06/2023","Abingdon"
"TB111","TUI","OO-JDL","34425","Boeing","787-8 Dreamliner","9","BRU","VRA","36012","14/06/2023","Abingdon"
"AF1887","Air France","F-GKXV","4084","Airbus","A320-214","13","EDI","CDG","37000","14/06/2023","Abingdon"
